csd_code,q,Stoichiometry,num_atoms,ligands_list,tm_oxs,ligands_q_list,reduction_pot
VOFGED,0,C16H22FeN2O2P2S2,47,"['CP(C)C', 'CP(C)C', '[C-]#[O+]', '[C-]#[O+]', '[S-]c1nc2ccccc2nc1[S-]']",2,"[0, 0, 0, 0, -2]",0.9223738540888913
OBIXUU,0,C12H20FeN2O2P2S2,41,"['CP(C)C', 'CP(C)C', '[C-]#[O+]', '[C-]#[O+]', '[S-]c1nccnc1[S-]']",2,"[0, 0, 0, 0, -2]",0.7130025859819031
KEVVUC,0,C22H20FeO3S,47,"['CC(C)(C)C=C([S-])[C-](c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.3091570262357057
IGOBOX,0,C18H18BFeOP,40,"['[BH3-]P(c1ccccc1)c1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.5806703941291163
JAZCAO,0,C12H24FeI2S4,43,"['C1CSCCCSCCCSCCCSC1', '[I-]', '[I-]']",2,"[0, -1, -1]",0.1480442246882177
WEHGOH,0,C10H8FeINO4,25,"['O=[C-]Cc1cccc(CO)n1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, -1]",1.2311437519222792
VIZXOR,0,C21H24FeO3,49,"['COC(=O)C=[C-]c1ccccc1', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]']",2,"[-1, -1, 0]",-0.8227742713499488
ABAXIK,1,C11H21FeIN3O2(1+),39,"['CN1CCN(C)CCN(C)CC1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[0, 0, 0, -1]",1.769294177386178
HETQAZ,0,C10H8FeO5S,25,"['COC(=O)C(=O)[S-]', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.0837804439776997
FAWGOZ,0,C15H10FeO3,29,"['[C-]#[O+]', '[C-]#[O+]', '[CH2-]c1ccccc1C(=O)c1cc[cH-]c1']",2,"[0, 0, -2]",1.25150368661897
LIFVUU,0,C7H6Cl2FeO2Si,19,"['Cl[SiH-]Cl', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.539392884883546
QIXCOR,0,C12H16Cl2FeN2O2,35,"['COC(=O)C1CCCN1Cc1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.23861628844712596
NUKHIK,0,C13H16FeO6,36,"['CCC(C)(O)[CH-]C=CC(C)O[C-]=O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",2.2830277506629546
FIBJOQ,0,C13H13Br2Cl2FeN3,34,"['CN(Cc1cccc(Br)n1)Cc1cccc(Br)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.359968148178681
CAWMET,0,C10H24FeO2P2,39,"['CP(C)C', 'CP(C)C', '[C-]#[O+]', '[C-]#[O+]', '[CH3-]', '[CH3-]']",2,"[0, 0, 0, 0, -1, -1]",0.990982738716667
XUNFUH,-1,C12H9BFeN9(1-),32,"['[C-]#N', '[C-]#N', '[C-]#N', 'c1cnn(B(n2cccn2)n2cccn2)c1']",2,"[-1, -1, -1, 0]",0.6706021174682186
ZUNYIQ,0,C10H10FeN4O10,35,"['O', 'O', 'O=C([O-])c1c[nH]c(=O)[nH]c1=O', 'O=C([O-])c1c[nH]c(=O)[nH]c1=O']",2,"[0, 0, -1, -1]",0.7199755499111429
HEYPEG,0,C16H17FeNS4,39,['[S-]c1ccccc1SCCNCCSc1ccccc1[S-]'],2,[-2],-0.29679807953426013
ZUHKAQ,0,C22H20FeO2,45,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#Cc1cccc(C#C)c1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",-0.21179441981531272
MEJWUV,0,C12H18FeN12O2,45,"['CN(C=O)N=C[N-]n1[c-][n+](C)nc1', 'CN(C=O)N=C[N-]n1[c-][n+](C)nc1']",2,"[-1, -1]",-0.12909351921655005
VIBROQ,0,C10H22Cl2FeN2,37,"['CN(C)CC1(N(C)C)CCCC1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.11279727649826726
WUJYEF,0,C14H22FeO3Si,41,"['C[Si-](C)O', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.4158105834662205
KAXFOE,0,C15H14FeO3,33,"['O=[C-]CCc1cc2[c-](c1)C1CCC2C1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0]",0.3208654517139669
NAZROW,0,C18H24ClFeN3S,48,"['CC(C)([S-])CN(CCc1ccccn1)CCc1ccccn1', '[Cl-]']",2,"[-1, -1]",-0.06932941178831714
XUHRUO,0,C6H9FeI2O6P,25,"['COP(OC)OC', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[I-]', '[I-]']",2,"[0, 0, 0, 0, -1, -1]",1.7458121288217627
PIXVEX,0,C10H24FeO2P2Se2,41,"['CP(C)C', 'CP(C)C', 'C[Se-]', 'C[Se-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, 0, -1, -1, 0, 0]",0.2461628623065824
CORSIO,0,C13H19Cl2FeN3O2,40,"['COC(=O)c1ccccc1N=C(N(C)C)N(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.06951010623106163
SIFSIJ,0,C14H16FeO2Si,34,"['C[Si-](C)C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[c-]2cccc2c1']",2,"[-1, 0, 0, -1]",0.9455063659698462
QORDUX,1,C14H18FeO7P(1+),41,"['CC[P+](CC)(CC)C(C)([C-]=O)O[C-]=O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, 0, 0, 0, 0]",2.2657965622629046
LUHXUH,0,C16H16BBrFeO2,37,"['CC1=C[C-](C)C=C(C)C1=BBr', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.7781812840803182
ZEJGON,0,C8H2FeO7,18,"['O=c1[cH-]cc([O-])o1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0, 0]",1.7141350430834439
TIRVOG,0,C14H22Cl2FeN4S2,45,"['CC(C)(C)n1ccnc1SSc1nccn1C(C)(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.15157299858055567
TACROH,0,C10H16Cl2FeN4S2,35,"['Cn1ccn(C)c1=S', 'Cn1ccn(C)c1=S', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",-0.5939116697424007
FIQJEV,0,C14H12FeN2O10,39,"['O', 'O', 'O=C(O)c1ccc(C(=O)[O-])nc1', 'O=C(O)c1ccc(C(=O)[O-])nc1']",2,"[0, 0, -1, -1]",0.7208261316776505
VOHLOV,0,C18H17Br2FeN2PS,42,"['CN(c1ccccn1)P(=S)(c1ccccc1)c1ccccc1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.11674924145801652
DAGLUU,0,C14H12Cl2FeN2,31,"['Cc1ccc2ccc3ccc(C)nc3c2n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.4431476538180322
WOSVIJ,0,C19H17FeNO4S,43,"['O=S(=O)(N=CC1=[C-]CCC1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.4505005547936179
IDILOZ,0,C20H23Br2FeN2P,49,"['CC(C)P(c1cccc2ccc(-c3ccccn3)nc12)C(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.1524398872903781
BUPNEG,0,C15H11FeN5O2,34,"['[N-]=O', '[N-]=O', 'c1ccc(-c2cccc(-c3ccccn3)n2)nc1']",2,"[-1, -1, 0]",-0.49831296284569876
WAGBAI,1,C14H13FeO5(1+),33,"['COc1cc(C)oc(=O)c1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.149943148861939
XOGQOZ,0,C20H18FeO3Si,43,"['CO[Si-](c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.5064550313325415
RIDJOE,0,C15H26BFeO2PS,47,"['[BH3-]P(=S)(C(C)(C)C)C(C)(C)C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.6447833371685963
QORDOR,0,C15H21FeO8P,46,"['CC[P+](CC)(CC)C(C)([C-]=O)O[C-]=O', 'CO[C-]=O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0, 0]",1.7374463462320981
LACLAF,0,C8H5FeNO2S,18,"['N#C[S-]', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.058794424227299
BATDAB,0,C13H10FeO4,28,"['CC([O-])=C[CH-]c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.4106106103316536
ISIBIW,0,C14H24FeI2N2,43,"['C(C=NC1CCCCC1)=NC1CCCCC1', '[I-]', '[I-]']",2,"[0, -1, -1]",0.2920392329506612
SOWQIH,0,C16H21Cl2FeN3,43,"['C=CCn1nc(-c2cccc(C)n2)cc1C(C)(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.40292396364099653
SUVROS,0,C14H22Cl2FeN2OS,43,"['[Cl-]', '[Cl-]', 'c1ccc(SCCNCCN2CCOCC2)cc1']",2,"[-1, -1, 0]",0.20612605800411982
PANHOD,1,C15H16FeO2P(1+),35,"['CP(C)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.5977865930038984
FEBPIM,0,C13H13Cl2FeN3O2,34,"['O', 'O=C(NN=Cc1ccccn1)c1ccccc1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.4561360195203255
XAKDAP,0,C9H5F6FeNO6S2,30,"['O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.187553708201898
OFIFIU,0,C18H12Cl4FeN10S2,47,"['Clc1cnccn1', 'Clc1cnccn1', 'Clc1cnccn1', 'Clc1cnccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.8894050591684166
HOBVEB,0,C17H14FeN2O5S,40,"['CC(=O)OCc1cccc(C[C-]=O)n1', 'S=c1cccc[n-]1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.2998772221256158
IVEVIQ,0,C14H18BCl2FeNO2,39,"['CN1[C][B-]1(Cl)Cl', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.2671843934027478
IMAPOC,0,C18H16Cl4FeN4,43,"['Clc1cccc(CN(Cc2ccccn2)Cc2cccc(Cl)n2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.2229396573535441
HEBVUG,0,C18H13B2Cl3FeN6O6,49,['ClC1=NO[B-]2(c3ccccc3)ON=C(Cl)C=NO[B-](c3ccccc3)(ON=C1)ON=CC(Cl)=NO2'],2,[-2],1.612025752495711
GUZGEO,0,C18H17FeN3O3S,43,"['CC#N', 'Cc1cccc(C)c1[S-]', 'O=[C-]Nc1ccccn1', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, -1, 0, 0]",0.9217737715630061
EMEJAH,0,C21H15Br4Cl2FeN3,46,"['CC(=Nc1c(Br)cccc1Br)c1cccc(C(C)=Nc2c(Br)cccc2Br)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.23281915669711034
RACWAU,0,C20H16FeN2O6,45,"['O', 'O', 'O=C([O-])c1ccc2ccccc2n1', 'O=C([O-])c1ccc2ccccc2n1']",2,"[0, 0, -1, -1]",0.6615867912833451
NIVGEG,0,C22H21FeO2P,47,"['O=[C-]CCCP(c1ccccc1)c1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.5832497881072898
NTSCBF,0,C10H16FeN4O3S4,38,"['C=C[N+](=CC)C(=S)[S-]', 'CCN1C(=S)SC1C', 'O=N[O-]', '[N-]=O']",2,"[0, 0, -1, -1]",-1.029628977132368
UHEHOE,0,C17H14Br2FeN4O2,40,"['NC(=O)c1ccccn1', 'O=C(c1ccccn1)c1ccccn1', '[Br-]', '[Br-]']",2,"[0, 0, -1, -1]",0.3148251649496137
QUDBUN,0,C13H19FeO4PSe,39,"['CCCOP([Se-])OCCC', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",-0.6954101294684982
NIVGAC,0,C21H21FeOP,45,"['[C-]#[O+]', '[CH2-]CCP(c1ccccc1)c1ccccc1', 'c1cc[cH-]c1']",2,"[0, -1, -1]",0.5600581430432381
CPFEHQ,0,C8H4FeO4,17,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[O-]c1cc[cH-]c1']",2,"[0, 0, 0, -2]",1.9437070315095066
FIBWAR,0,C24H14F4FeO4,47,"['O=c1[c-](-c2ccc(F)cc2F)c2c([c-]1-c1ccc(F)cc1F)CCCC2', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.7157649385516816
SAMCER,0,C20H18FeO2Si,42,"['C[Si-](c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.0982187238145344
ZAPWUL,0,C12H16Br2Cl2FeN4,37,"['Cc1nn(C(C)n2nc(C)c(Br)c2C)c(C)c1Br', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.44506641094261107
FOFZAB,0,C17H16FeOS5,40,"['[C-]#[O+]', '[S-]c1ccccc1SCCSCCSc1ccccc1[S-]']",2,"[0, -2]",0.6645448385432873
ZIGNUY,0,C17H17F4FeO2P,42,"['CC(=O)c1[c-]c(F)c(F)c(F)c1F', 'CP(C)C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.3353083797526802
JOHCEP,0,C12H8B2FeN12S12,47,"['S=c1scnn1[BH-](n1ncsc1=S)n1ncsc1=S', 'S=c1scnn1[BH-](n1ncsc1=S)n1ncsc1=S']",2,"[-1, -1]",1.1979059168516943
REDHAL,1,C15H24FeNO3(1+),44,"['Cc1c(C)c(C)[c-](C)c1C', 'NCCCO', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, 0, 0, 0]",1.1621514380085685
MUXCAL,0,C12H24FeN2O10,49,"['O=C([O-])CNC(CO)(CO)CO', 'O=C([O-])CNC(CO)(CO)CO']",2,"[-1, -1]",0.37320198143860833
ACODUR,0,C8H5FeNO2,17,"['[C-]#N', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.7655819315044707
PUXREG,0,C14H24Cl2FeN2Si,44,"['CC(C)C(C)(C)[Si](C)(C)N=Cc1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.4738694790787797
EYOHAD,0,C15H17FeNO5S2,41,"['COC(=O)C(=S)C(C(=O)OC)=C([S-])N(C)C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.43657911347236383
LAYREJ,0,C18H14FeN8S2,43,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(-c2cc[nH]n2)nc1', 'c1ccc(-c2cc[nH]n2)nc1']",2,"[-1, -1, 0, 0]",0.42231615360103786
LENTAZ,0,C19H18FeO7,45,"['CCOC(=O)[CH-]C=C1[CH-]C(OCc2ccccc2)OC1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.9684221871800893
CEVBOW,-1,C8H5Br2FeN2O3(1-),21,"['O=[C-]Nc1ccccn1', '[Br-]', '[Br-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, -1, 0, 0]",0.9205721476991007
DECQUZ,0,C11H16Br2FeN4,34,"['CCN1[C]N(CN2[C]N(CC)C=C2)C=C1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",-0.16408858830209833
VEWWIE,1,C16H21FeN2O2(1+),42,"['CC(C)N1[C]N(C(C)C)C=C1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.585183524421441
XATVET,0,C12H20FeO3Si2,38,"['CC(O[Si-](C)C)=[O+][Si-](C)C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.8813582873491732
ISINEE,1,C11H16FeNO2(1+),31,"['CCCCN', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.5246451159922134
TEPKUU,0,C26H16FeN6,49,"['[C-]#N', '[C-]#N', 'c1cnc2c(c1)ccc1cccnc12', 'c1cnc2c(c1)ccc1cccnc12']",2,"[-1, -1, 0, 0]",0.7682042754271563
GAKKOS,0,C14H16FeN6S6,43,"['C1CSC(C2=NCCS2)=N1', 'C1CSC(C2=NCCS2)=N1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.3553864182652065
OCUJOL,0,C11H19Cl2FeN3,36,"['CN(C)Cc1cccc(CN(C)C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.14094323758895727
HOBVOL,0,C22H16FeN2O5S,47,"['O=[C-]Cc1cccc(COC(=O)c2ccccc2)n1', 'S=c1cccc[n-]1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.3356446122171481
NIXFEF,0,C14H5F7FeO5S,33,"['O=S(=O)(Oc1c(F)c(F)[c-]c(F)c1F)C(F)(F)F', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.231498591385989
SOGLOP,0,C2H14FeN8O4,29,"['NN', 'NN', 'NNC(=O)[O-]', 'NNC(=O)[O-]']",2,"[0, 0, -1, -1]",-0.15957480507883942
CIBMOP,0,C10H11FeNO4,27,"['C=C(C)[CH-]CN(C)[C-]=O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",-0.9615727499377258
KELXUU,0,C10H24FeI2N4S2,43,"['CN(C)C(=S)N(C)C', 'CN(C)C(=S)N(C)C', '[I-]', '[I-]']",2,"[0, 0, -1, -1]",-0.1842635622266126
EXOWET,0,C15H22Cl2FeN6O2,48,"['CO', 'COC(c1nccn1C)(c1nccn1C)c1nccn1C', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.3263821773743068
VEKZOB,0,C20H5BF10FeO3,40,"['Fc1c(F)c(F)c([BH-](c2c(F)c(F)c(F)c(F)c2F)[c-]2cccc2)c(F)c1F', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",2.0147562091054896
COSBIX,0,C18H14Cl2FeN4,39,"['C(=Nc1ccccc1N=Cc1ccccn1)c1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.24352405612846512
SUYQIO,0,C15H8FeN2O3,29,"['C1=C[CH-]c2nc3ccccc3nc2[CH-]1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",0.1550406846869528
ALILOX,0,C16H12FeIN3S3,36,"['C(Sc1ccccn1)#Sc1ccccn1', 'S=c1cccc[n-]1', '[I-]']",2,"[0, -1, -1]",0.3325878791546247
QEPDIZ,1,C17H20BFeO2(1+),41,"['CC1=C(C)C2(C)B3C1(C)C32C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.180452929585689
PACCON,1,C12H23FeOP2(1+),39,"['CP(C)C', 'CP(C)C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.3269874108116928
TAQLUS,0,C10H8Cl2FeSi,22,['Cl[Si](Cl)([c-]1cccc1)[c-]1cccc1'],2,[-2],0.5273294792171661
GIMVOQ,1,C6H18ClFeN4(1+),30,"['NCCN(CCN)CCN', '[Cl-]']",2,"[0, -1]",-0.22678626481810776
POQPIU,0,C22H20FeNO2P,47,"['C=C[CH2-]', '[C-]#[O+]', '[N-]=O', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.9571639103618874
XOGQUF,0,C20H17ClFeO3Si,43,"['COc1ccccc1[Si-](Cl)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.4855514734682396
ZISYIK,1,C14H10ClFeO3(1+),29,"['O=Cc1ccc(Cl)cc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.1998809522730578
OTAGIB,0,C16H16FeN4S4,41,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(CSCCSCc2ccccn2)nc1']",2,"[-1, -1, 0]",0.5392896376232803
CAWTEB,0,C12H18B2F4FeN6O4,47,"['CC#N', 'CC#N', 'CC1=NO[B-](F)(F)ON=C(C)C(C)=NO[B-](F)(F)ON=C1C']",2,"[0, 0, -2]",0.9423215654511521
XEZMEU,0,C17H21FeN5O2,46,"['CC1=NCCOCCOCCN=C(C)c2cccc1n2', '[C-]#N', '[C-]#N']",2,"[0, -1, -1]",1.0500665536508629
DURDEZ,0,C13H19FeO4PS2,40,"['CC(C)OP(=S)([S-])OC(C)C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.8254491760827045
MAXTIO,0,C16H12FeO5S,35,"['O=S1(=O)OC[C-]=C1c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.6265539695298272
KIRROU,0,C14H12FeN2O10,39,"['O', 'O', 'O=C(O)c1ccc(C(=O)[O-])nc1', 'O=C(O)c1ccc(C(=O)[O-])nc1']",2,"[0, 0, -1, -1]",0.4430939605972302
VIVKER,0,C19H11F3FeO4,38,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[O-][C-](C=Cc1ccccc1C(F)(F)F)c1ccccc1']",2,"[0, 0, 0, -2]",1.199695368056373
KOMPUY,0,C20H18FeO9,48,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[CH2-]C=CC([CH-]C(=O)OC)c1ccc(C(=O)OC)c(C(=O)OC)c1']",2,"[0, 0, 0, -2]",2.000191024913126
VOVWOS,0,C15H18FeO3,37,"['CO[C]C1CCCCC1[C-]=O', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.8147212826092385
VOTCEM,-1,C21H15FeO3S3(1-),43,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[S-]c1ccccc1', '[S-]c1ccccc1', '[S-]c1ccccc1']",2,"[0, 0, 0, -1, -1, -1]",0.7098331252768169
JAZYEO,1,C18H25FeO3(1+),47,"['CC=CC=CC(=O)OC', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]']",2,"[0, -1, 0]",1.2579230713249892
HOBVAX,0,C12H10FeINO5,30,"['CC(=O)OCc1cccc(C[C-]=O)n1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, -1]",1.4913734189827952
PUSHAM,-1,C15H3F18FeO6(1-),43,"['O=C(C=C([O-])C(F)(F)F)C(F)(F)F', 'O=C(C=C([O-])C(F)(F)F)C(F)(F)F', 'O=C(C=C([O-])C(F)(F)F)C(F)(F)F']",2,"[-1, -1, -1]",0.49175714919890084
ZEWTUQ,0,C10H8FeO3,22,"['O=[C-]CC[c-]1cccc1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0]",0.7848811649860286
HEQFEO,-1,C13H15FeN2O(1-),32,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#N', '[C-]#N', '[C-]#[O+]']",2,"[-1, -1, -1, 0]",1.225604157547245
HUJYIW,0,C14H13FeN3O3S,35,"['Cc1cc(C)n(C[C-]=O)n1', 'S=c1cccc[n-]1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.209289356965091
KIKNUQ,0,C20H22Cl2FFeN2P,49,"['CC(C)P(c1ccc(F)c2ccc(-c3ccccn3)nc12)C(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.14192496524223036
TISHEK,0,C15H20FeN6S2,44,"['Cc1cc(C)n(CCCn2nc(C)cc2C)n1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.779463572595495
CFPFIN,0,C16H8F12FeO4,41,"['F[C-](C(F)(F)F)C(F)(F)C1[CH-]C=CC(C(F)(F)C(F)C(F)(F)F)C1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0, 0]",1.911777780547064
PIMMOQ,0,C4H10Cl2FeN2O2,21,"['CC#N', 'CC#N', 'O', 'O', '[Cl-]', '[Cl-]']",2,"[0, 0, 0, 0, -1, -1]",0.850104846816915
DUCJUG,0,C11H12FeO6,30,"['COC(=O)[CH-]C=C[CH-]C(C)O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.3659867139633357
LIRFAU,0,C9H7BrFeO4,22,"['COC(=O)c1cc[cH-]c1', '[Br-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",0.9291349285317396
QUPWUT,0,C13H10FeO4SSe,30,"['O=S([O-])(=[Se])c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.2791953280488622
ITERAB,0,C16H17FeN5OS2,42,"['OCCN(Cc1ccccn1)Cc1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.33521400399976004
QAGZUT,0,C7H5Cl5FeO2Si2,22,"['Cl[Si-](Cl)[Si](Cl)(Cl)Cl', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.5848181827972982
XOHKIO,0,C15H12Cl4FeO6,38,"['COC(=O)C(Cl)(Cl)C1C=C[CH-]CC(C(=O)C(Cl)Cl)[CH-]1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.8704916381736287
BERQOH,0,C18H18FeN2O2S2,43,"['CN(CCN(C)c1ccccc1[S-])c1ccccc1[S-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0]",0.38364306994696645
CUCWEE,0,C17H14Br2FeN2S,37,"['CSc1ccccc1N=Cc1ccc2ccccc2n1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.258757598496654
TIGKEZ,0,C10H10FeN4O10,35,"['O', 'O', 'O=C([O-])c1cc(C(=O)O)[nH]n1', 'O=C([O-])c1cc(C(=O)O)[nH]n1']",2,"[0, 0, -1, -1]",0.7908188362642095
